SYNONYMS,ATC_CODE,ATC_CODE_DESCRIPTION,INDICATION_CLASS
"Isoproterenol HCl (FDA, USP); Isoproterenol Sulfate (FDA, JAN, USP); Isoprenaline (BAN, INN); l-Isoprenaline HCl (JAN);",C01CA02; R03AB02; R03CB51; R03CB01,"C01CA02 [CARDIOVASCULAR SYSTEM: CARDIAC THERAPY: CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES: Adrenergic and dopaminergic agents]; R03AB02 [RESPIRATORY SYSTEM: DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES: ADRENERGICS, INHALANTS: Non-selective beta-adrenoreceptor agonists]; R03CB51 [RESPIRATORY SYSTEM: DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES: ADRENERGICS FOR SYSTEMIC USE: Non-selective beta-adrenoreceptor agonists]; R03CB01 [RESPIRATORY SYSTEM: DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES: ADRENERGICS FOR SYSTEMIC USE: Non-selective beta-adrenoreceptor agonists]",Bronchodilator
"Mepenzolate bromide (BAN, FDA, INN, JAN, USP);",A03AB12,"A03AB12 [ALIMENTARY TRACT AND METABOLISM: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS: Synthetic anticholinergics, quaternary ammonium compounds]",Anticholinergic
"Hydralazine (BAN, INN); Hydralazine HCl (FDA, JAN, USP);",C02DB02,"C02DB02 [CARDIOVASCULAR SYSTEM: ANTIHYPERTENSIVES: ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON: Hydrazinophthalazine derivatives]",Antihypertensive
"Sutezolid (INN, USAN);",,,
"Fosphenytoin (BAN, INN); Fosphenytoin sodium (FDA, USAN, USP);",N03AB05,N03AB05 [NERVOUS SYSTEM: ANTIEPILEPTICS: ANTIEPILEPTICS: Hydantoin derivatives],Anticonvulsant
"Tipifarnib (INN, USAN);",,,
Tilorone (INN); Tilorone HCl (USAN);,,,Antiviral
"Demecolcine (BAN, DCF, INN, MI);",L01CC01,L01CC01 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS: Colchicine derivatives],
"Sinecatechins (FDA, USAN);",D06BB12,D06BB12 [DERMATOLOGICALS: ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE: CHEMOTHERAPEUTICS FOR TOPICAL USE: Antivirals],
"Technetium Tc-99M Lidofenin Kit (FDA); Technetium Tc 99m Lidofenin (USAN, USP);",,,Radioactive Agent
Isbogrel (INN);,,,
"Fludeoxyglucose F-18 (USAN, USP, FDA); Fludeoxyglucose (18F) (INN);",,,Radioactive Agent; Diagnostic Aid
"Indinavir sulfate (FDA, USAN, USP); Indinavir (BAN, INN, USAN);",J05AE02,J05AE02 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIVIRALS FOR SYSTEMIC USE: DIRECT ACTING ANTIVIRALS: Protease inhibitors],Antiviral
"Prazosin (BAN, INN); Prazosin HCl (FDA, JAN, USAN, USP);",C02CA01,"C02CA01 [CARDIOVASCULAR SYSTEM: ANTIHYPERTENSIVES: ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING: Alpha-adrenoreceptor antagonists]",Antihypertensive
"Minaprine (BAN, INN, USAN); Minaprine HCl (USAN);",N06AX07,N06AX07 [NERVOUS SYSTEM: PSYCHOANALEPTICS: ANTIDEPRESSANTS: Other antidepressants],"Antidepressant,Psychotropic"
"Trimipramine (BAN, INN, USAN); Trimipramine Maleate (FDA, JAN, USAN);",N06AA06,N06AA06 [NERVOUS SYSTEM: PSYCHOANALEPTICS: ANTIDEPRESSANTS: Non-selective monoamine reuptake inhibitors],Antidepressant
"Dibucaine HCl (FDA, JAN, USP); Dibucaine (USP); Cinchocaine HCl (BAN); Cinchocaine (BAN, INN);",C05AD04; N01BB06; S01HA06; S02DA04; D04AB02,"C05AD04 [CARDIOVASCULAR SYSTEM: VASOPROTECTIVES: AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE: Local anesthetics]; N01BB06 [NERVOUS SYSTEM: ANESTHETICS: ANESTHETICS, LOCAL: Amides]; S01HA06 [SENSORY ORGANS: OPHTHALMOLOGICALS: LOCAL ANESTHETICS: Local anesthetics]; S02DA04 [SENSORY ORGANS: OTOLOGICALS: OTHER OTOLOGICALS: Analgesics and anesthetics]; D04AB02 [DERMATOLOGICALS: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.: Anesthetics for topical use]",Anesthetic (local)
"Nortriptyline (BAN, INN); Nortriptyline HCl (FDA, JAN, USAN, USP);",N06AA10,N06AA10 [NERVOUS SYSTEM: PSYCHOANALEPTICS: ANTIDEPRESSANTS: Non-selective monoamine reuptake inhibitors],Antidepressant
"Levocetirizine (BAN, INN, USAN); Levocetirizine Dihydrochloride (FDA, USAN);",R06AE09,R06AE09 [RESPIRATORY SYSTEM: ANTIHISTAMINES FOR SYSTEMIC USE: ANTIHISTAMINES FOR SYSTEMIC USE: Piperazine derivatives],
"Glutaral (INN, JAN, USAN, USP);",,,Disinfectant
Naranol HCl (USAN);,,,Antipsychotic
Dexbudesonide (INN);,,,
"Cinchonine Sulfate (MI, NF);",,,
Mesuprine HCl (USAN);,,,Relaxant (smooth muscle); Vasodilator
Phenaphthazine,,,
Pralmorelin (INN); Pralmorelin Dihydrochloride (USAN);,,,Growth Hormone Releasing Factor
Denagliptin Tosylate (USAN);,,,
Cicloprolol HCl (USAN);,,,Anti-Adrenergic (beta-receptor)
Cinanserin (INN); Cinanserin HCl (USAN);,,,Serotonin Inhibitor
Etintidine HCl (USAN);,,,Antagonist (to histamine-H2 receptors)
"Cefoxazole (BAN, INN);",,,
Xenygloxal (INN);,,,
"Raclopride (11C) (USAN, USP); Raclopride (INN, BAN);",,,Radioactive Agent
Nanofin (INN);,,,
"Deprostil (INN, USAN);",,,Antisecretory (gastric)
Ilatreotide (INN);,,,
"Fepentolic Acid (DCF, INN);",,,
"Peliglitazar (INN, USAN);",,,
"Lombazole (BAN, INN);",,,
"Doretinel (INN, USAN);",,,Antikeratinizing Agent
Galosemide (INN);,,,
"Dilmapimod Tosylate (USAN); Dilmapimod (INN, USAN);",,,
Cartasteine (INN);,,,
Terbufibrol (INN);,,,
Fezatione (INN);,,,
Aglepristone (INN);,,,
Flucrylate (USAN); Flucrilate (INN);,,,Surgical Aid (tissue adhesive)
Lemildipine (INN);,,,
"Flugestone (BAN, INN); Flurogestone Acetate (USAN);",,,Progestin
"Pregnenolone Succinate (USAN); Pregnenolone (BAN, INN);",,,Non-Hormonal Sterol Derivative
"Teduglutide (BAN, INN, USAN); Teduglutide Recombinant (FDA);",A16AX08,A16AX08 [ALIMENTARY TRACT AND METABOLISM: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS: Various alimentary tract and metabolism products],
Pimilprost (INN);,,,
"Topterone (INN, USAN);",,,Anti-Androgen
"Adipiplon (INN, USAN);",,,
"Empagliflozin (FDA, INN, USAN);",A10BK03,"A10BK03 [ALIMENTARY TRACT AND METABOLISM: DRUGS USED IN DIABETES: BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS: Sodium-glucose co-transporter 2 (SGLT2) inhibitors]",
"Proheptazine (BAN, INN, MI);",,,
Arfendazam (INN);,,,
Nifurethazone (INN);,,,
"Sucralose (BAN, MI, NF);",,,
Iodoantipyrine I 131 (USAN);,,,Radioactive Agent
"Penimocycline (DCF, INN);",,,
Efletirizine Dihydrochloride (USAN); Efletirizine (INN);,,,
"Ioxotrizoic Acid (INN, USAN);",,,Diagnostic Aid (radiopaque medium)
Ataciguat (INN);,,,
Halocortolone (INN);,,,
Iguratimod (INN);,,,
"Abafungin (BAN, INN);",,,
Lasinavir (INN);,,,
"Fluazacort (INN, USAN);",,,Anti-Inflammatory
Efepristin (INN);,,,
Monoxerutin (INN);,C05CA02,C05CA02 [CARDIOVASCULAR SYSTEM: VASOPROTECTIVES: CAPILLARY STABILIZING AGENTS: Bioflavonoids],
Fosopamine (INN);,,,
Propetamide (INN);,,,
Metostilenol (INN);,,,
"Mepixanox (INN, MI);",R07AB09,R07AB09 [RESPIRATORY SYSTEM: OTHER RESPIRATORY SYSTEM PRODUCTS: OTHER RESPIRATORY SYSTEM PRODUCTS: Respiratory stimulants],
Flupranone (INN);,,,
Taurosteine (INN);,,,
"Kitasamycin Tartrate (JAN); Acetylkitasamycin (JAN); Kitasamycin (BAN, INN, JAN, USAN);",,,Antibacterial
Sulfaclomide (INN);,,,
Anisacril (INN);,,,
"Nealbarbital (BAN, INN, MI);",,,
Peraquinsin (INN);,,,
"Lipegfilgrastim (INN, USAN);",L03AA14,L03AA14 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: IMMUNOSTIMULANTS: IMMUNOSTIMULANTS: Colony stimulating factors],
Domoprednate (INN);,,,
"Thenalidine (BAN, INN, MI);",R06AX53; R06AX03; D04AA03,"R06AX53 [RESPIRATORY SYSTEM: ANTIHISTAMINES FOR SYSTEMIC USE: ANTIHISTAMINES FOR SYSTEMIC USE: Other antihistamines for systemic use]; R06AX03 [RESPIRATORY SYSTEM: ANTIHISTAMINES FOR SYSTEMIC USE: ANTIHISTAMINES FOR SYSTEMIC USE: Other antihistamines for systemic use]; D04AA03 [DERMATOLOGICALS: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.: Antihistamines for topical use]",
Siltenzepine (INN);,,,
Laureth 10S (USAN);,,,Spermaticide
"Haloxazolam (INN, JAN, MI);",,,
Terizidone (INN);,J04AK03,J04AK03 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIMYCOBACTERIALS: DRUGS FOR TREATMENT OF TUBERCULOSIS: Other drugs for treatment of tuberculosis],
Quisultazine (INN);,,,
"Forminitrazole (BAN, INN, MI);",,,
Mebolazine (INN);,,,
"Ioseric Acid (INN, USAN);",,,Diagnostic Aid (radiopaque medium)
"Delprostenate (BAN, INN);",,,
Ciclopramine (INN);,,,
"Pentagestrone (INN, MI);",,,
"Crotetamide (BAN, INN, MI);",,,
"Homprenorphine (BAN, INN);",,,
Iminophenimide (INN);,,,
"Luxabendazole (BAN, INN);",,,
"Cefazedone (BAN, INN, MI);",J01DB06,J01DB06 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: OTHER BETA-LACTAM ANTIBACTERIALS: First-generation cephalosporins],
Flosatidil (INN);,,,
"Betameprodine (BAN, DCF, INN);",,,
"Methyldesorphine (BAN, DCF, INN);",,,
Ortetamine (INN);,,,
Ciltoprazine (INN);,,,
"Meladrazine (BAN, INN);",G04BD03,G04BD03 [GENITO URINARY SYSTEM AND SEX HORMONES: UROLOGICALS: UROLOGICALS: Drugs for urinary frequency and incontinence],
"Floverine (DCF, INN);",,,
"Levomoramide (BAN, DCF, INN);",,,
"Iotetric Acid (INN, USAN);",,,Diagnostic Aid (radiopaque medium)
"Nicofibrate (INN, MI);",,,
"Levotofisopam (INN, USAN);",,,
Medazomide (INN);,,,
Mafodotin (USAN);,,,
"Nimazone (INN, USAN);",,,Anti-Inflammatory
"Cefpimizole (INN, USAN); Cefpimizole Sodium (JAN, USAN);",,,Antibacterial
"Berefrine (INN, USAN);",,,Mydriatic
Tolpadol (INN);,,,
"Bifluranol (BAN, INN, MI);",,,
"Plomestane (INN, USAN);",,,Antineoplastic
"Proscillaridin (BAN, INN, JAN, USAN);",C01AB01; C01AB51,C01AB01 [CARDIOVASCULAR SYSTEM: CARDIAC THERAPY: CARDIAC GLYCOSIDES: Scilla glycosides]; C01AB51 [CARDIOVASCULAR SYSTEM: CARDIAC THERAPY: CARDIAC GLYCOSIDES: Scilla glycosides],Cardiotonic
Ronnel (USAN); Fenclorfos (BAN); Fenclofos (INN);,,,Insecticide (systemic)
Tripalmitin (INN);,,,
"Methylbenactyzium Bromide (INN, JAN);",,,
"Oliceridine (INN, USAN);",,,
"Mavoglurant (INN, USAN);",,,
"Entospletinib (INN, USAN);",,,
"Salazosulfamide (DCF, INN);",,,
"Fenthion (BAN, MI);",,,
Nitromide (USAN);,,,Antibacterial; Coccidiostat (for poultry)
"Homosalate (INN, USAN, USP);",,,Ultraviolet Screen
Tarafenacin (INN);,,,
"Tipepidine (DCF, INN, MI); Tipepidine Hibenzate (JAN);",R05DB24,"R05DB24 [RESPIRATORY SYSTEM: COUGH AND COLD PREPARATIONS: COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS: Other cough suppressants]",
"Perflenapent (INN, USAN);",V08DA03,V08DA03 [VARIOUS: CONTRAST MEDIA: ULTRASOUND CONTRAST MEDIA: Ultrasound contrast media],Diagnostic Aid
Enpiroline Phosphate (USAN); Enpiroline (INN);,,,Antimalarial
Ethacizine,C01BC09,"C01BC09 [CARDIOVASCULAR SYSTEM: CARDIAC THERAPY: ANTIARRHYTHMICS, CLASS I AND III: Antiarrhythmics, class Ic]",
"Oxapium Iodide (INN, JAN);",,,
"Sulmepride (INN, MI);",,,
"Propacetamol (BAN, INN, MI);",N02BE05,N02BE05 [NERVOUS SYSTEM: ANALGESICS: OTHER ANALGESICS AND ANTIPYRETICS: Anilides],
Cidoxepin (INN); Cidoxepin HCl (USAN);,,,Antidepressant
AZD-7762,,,
RG-7603,,,
SF-1126,,,
MK-8033,,,
Acetyldihydrocodeine,R05DA12,"R05DA12 [RESPIRATORY SYSTEM: COUGH AND COLD PREPARATIONS: COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS: Opium alkaloids and derivatives]",
"Heparin Sodium (BAN, FDA, INN, USP);",B01AB51; C05BA03; S01XA14; C05BA53; B01AB01,B01AB51 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Heparin group]; C05BA03 [CARDIOVASCULAR SYSTEM: VASOPROTECTIVES: ANTIVARICOSE THERAPY: Heparins or heparinoids for topical use]; S01XA14 [SENSORY ORGANS: OPHTHALMOLOGICALS: OTHER OPHTHALMOLOGICALS: Other ophthalmologicals]; C05BA53 [CARDIOVASCULAR SYSTEM: VASOPROTECTIVES: ANTIVARICOSE THERAPY: Heparins or heparinoids for topical use]; B01AB01 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Heparin group],Anticoagulant
"Lisinopril (BAN, JAN, USAN, USP, BAN, FDA, INN, JAN, USAN, USP);",,,Antihypertensive
"Methdilazine HCl (FDA, USP); Methdilazine (BAN, FDA, INN, USP);",R06AD04,R06AD04 [RESPIRATORY SYSTEM: ANTIHISTAMINES FOR SYSTEMIC USE: ANTIHISTAMINES FOR SYSTEMIC USE: Phenothiazine derivatives],Antipruritic
"Tropanserin (BAN, INN); Tropanserin HCl (USAN);",,,Serotonin Receptor Antagonist (specific in migraine)
Ecastolol (INN);,,,
"Belatacept (FDA, INN, USAN);",L04AA28,L04AA28 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: IMMUNOSUPPRESSANTS: IMMUNOSUPPRESSANTS: Selective immunosuppressants],
"Ozoralizumab (INN, USAN);",,,
"Ixekizumab (FDA, INN, USAN);",L04AC13,L04AC13 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: IMMUNOSUPPRESSANTS: IMMUNOSUPPRESSANTS: Interleukin inhibitors],
"Gevokizumab (INN, USAN);",,,
"Goserelin (BAN, INN, USAN); Goserelin Acetate (FDA, JAN, JAN);",L02AE03,L02AE03 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ENDOCRINE THERAPY: HORMONES AND RELATED AGENTS: Gonadotropin releasing hormone analogues],LHRH Agonist
"Zaltoprofen (INN, JAN);",,,
"Robatumumab (INN, USAN);",,,
"Tadocizumab (INN, USAN);",,,
Foravirumab (INN);,,,
Namilumab (INN);,,,
Monatepil Maleate (USAN); Monatepil (INN);,,,Antihypertensive; Anti-Anginal
"Difenoxin HCl (FDA); Difenoxin (BAN, INN, USAN);",A07DA04,"A07DA04 [ALIMENTARY TRACT AND METABOLISM: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS: ANTIPROPULSIVES: Antipropulsives]",Antiperistaltic
"Dilevalol HCl (JAN, USAN); Dilevalol (BAN, INN);",,,Anti-Adrenergic (beta-receptor); Antihypertensive
Fasitibant chloride (INN);,,,
"Gantenerumab (INN, USAN);",,,
"Solanezumab (INN, USAN);",,,
"Benralizumab (INN, USAN);",,,
Citatuzumab Bogatox (INN);,,,
"Glembatumumab vedotin (INN, USAN);",,,
"Moxetumomab pasudotox (INN, USAN);",,,
"Amatuximab (INN, USAN);",,,
"Etrolizumab (INN, USAN);",,,
"Mogamulizumab (INN, USAN);",L01XC25,L01XC25 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Monoclonal antibodies],
Methiosulfonium,,,
"Cinepazide (BAN, DCF, INN, MI); Cinepazide Maleate (JAN);",C04AX27,C04AX27 [CARDIOVASCULAR SYSTEM: PERIPHERAL VASODILATORS: PERIPHERAL VASODILATORS: Other peripheral vasodilators],
Clanfenur (INN);,,,
"Thonzonium Bromide (FDA, USAN, USP); Tonzonium Bromide (INN);",,,Detergent
Maitansine (INN); Maytansine (USAN);,,,Antineoplastic
KW-2449,,,
Cefcanel (INN);,,,
"Depreotide (INN, USAN);",,,
Teicoplanin A2-1,,,
Onapristone (INN);,,,
Turosteride (INN);,,,
Maltose (JAN);,,,
"Selamectin (INN, USAN);",,,
Mecarbinate (INN);,,,
"Binodenoson (BAN, INN, USAN);",,,
"Guaiactamine (INN, MI); Gaiactamine (DCF);",,,
Stannous fluoride (USP);,A01AA04,A01AA04 [ALIMENTARY TRACT AND METABOLISM: STOMATOLOGICAL PREPARATIONS: STOMATOLOGICAL PREPARATIONS: Caries prophylactic agents],
"Picodralazine (DCF, INN);",,,
CEP-11981,,,
"Thihexinol Methylbromide (INN, MI, NF);",,,
"Velusetrag (INN, USAN); Velusetrag HCl (USAN);",,,
Dihexyverine (INN); Dihexyverine HCl (USAN);,A03AA08,"A03AA08 [ALIMENTARY TRACT AND METABOLISM: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS: Synthetic anticholinergics, esters with tertiary amino group]",Anticholinergic
"Co-Carboxylase (BAN, DCF, INN, JAN, MI, DCF, JAN, MI);",,,
"Tiodonium Chloride (INN, USAN);",,,Antibacterial
"Acediasulfone Sodium (DCF, INN, MI);",,,
"Diacetolol HCl (USAN); Diacetolol (BAN, INN);",,,Anti-Adrenergic (beta-receptor)
Mequitamium Iodide (INN);,,,
"Budiodarone (INN, USAN); Budiodarone Tartrate (USAN);",,,
"Suricainide Maleate (INN, USAN);",,,Cardiac Depressant (anti-arrhythmic)
"Casanthranol (USAN, USP);",,,Laxative
"Dexamethasone acetate (BAN, FDA, JAN, USAN, USP);",S02BA06; D07XB05; R01AD03; H02AB02; C05AA09; A01AC02; S03BA01; D10AA03; D07AB19; R01AD53; S01BA01; S01CB01,"S02BA06 [SENSORY ORGANS: OTOLOGICALS: CORTICOSTEROIDS: Corticosteroids]; D07XB05 [DERMATOLOGICALS: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS: CORTICOSTEROIDS, OTHER COMBINATIONS: Corticosteroids, moderately potent, other combinations]; R01AD03 [RESPIRATORY SYSTEM: NASAL PREPARATIONS: DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE: Corticosteroids]; H02AB02 [SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS: CORTICOSTEROIDS FOR SYSTEMIC USE: CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN: Glucocorticoids]; C05AA09 [CARDIOVASCULAR SYSTEM: VASOPROTECTIVES: AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE: Corticosteroids]; A01AC02 [ALIMENTARY TRACT AND METABOLISM: STOMATOLOGICAL PREPARATIONS: STOMATOLOGICAL PREPARATIONS: Corticosteroids for local oral treatment]; S03BA01 [SENSORY ORGANS: OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS: CORTICOSTEROIDS: Corticosteroids]; D10AA03 [DERMATOLOGICALS: ANTI-ACNE PREPARATIONS: ANTI-ACNE PREPARATIONS FOR TOPICAL USE: Corticosteroids, combinations for treatment of acne]; D07AB19 [DERMATOLOGICALS: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS: CORTICOSTEROIDS, PLAIN: Corticosteroids, moderately potent (group II)]; R01AD53 [RESPIRATORY SYSTEM: NASAL PREPARATIONS: DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE: Corticosteroids]; S01BA01 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFLAMMATORY AGENTS: Corticosteroids, plain]; S01CB01 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION: Corticosteroids/antiinfectives/mydriatics in combination]",Adrenocortical Steroid
Sarcolysin (INN);,,,
"Draflazine (BAN, INN, USAN);",,,Cardioprotectant
"Clocortolone Pivalate (FDA, USAN, USP);",D07AB21,"D07AB21 [DERMATOLOGICALS: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS: CORTICOSTEROIDS, PLAIN: Corticosteroids, moderately potent (group II)]",Glucocorticoid
Talviraline (INN);,,,
"Fluprednisolone (BAN, FDA, INN, NF, USAN);",,,Glucocorticoid
"Ofloxacin (BAN, FDA, INN, JAN, USAN, USP);",S02AA16; J01MA01; S01AE01,S02AA16 [SENSORY ORGANS: OTOLOGICALS: ANTIINFECTIVES: Antiinfectives]; J01MA01 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: QUINOLONE ANTIBACTERIALS: Fluoroquinolones]; S01AE01 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFECTIVES: Fluoroquinolones],Antibacterial
"Grepafloxacin (INN); Grepafloxacin HCl (BAN, FDA, USAN);",J01MA11,J01MA11 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: QUINOLONE ANTIBACTERIALS: Fluoroquinolones],Antibacterial
"Dronabinol (FDA, INN, USAN, USP);",A04AD10,A04AD10 [ALIMENTARY TRACT AND METABOLISM: ANTIEMETICS AND ANTINAUSEANTS: ANTIEMETICS AND ANTINAUSEANTS: Other antiemetics],Anti-Emetic
"Actisomide (INN, USAN);",,,Cardiac Depressant (anti-arrhythmic)
"Halometasone (INN, MI);",D07AC12,"D07AC12 [DERMATOLOGICALS: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS: CORTICOSTEROIDS, PLAIN: Corticosteroids, potent (group III)]",
"Vigabatrin (BAN, FDA, INN, USAN);",N03AG04,N03AG04 [NERVOUS SYSTEM: ANTIEPILEPTICS: ANTIEPILEPTICS: Fatty acid derivatives],Anticonvulsant (tardive dyskinesia)
"Methylbenzethonium Chloride (BAN, INN, USP);",,,"Anti-Infective, Topical"
"Lignocaine HCl (BAN); Lignocaine (BAN); Lidocaine HCl (FDA, JAN, USP); Lidocaine (FDA, INN, JAN, USP);",N01BB02; R02AD02; C01BB01; S02DA01; N01BB52; S01HA07; C05AD01; D04AB01,"N01BB02 [NERVOUS SYSTEM: ANESTHETICS: ANESTHETICS, LOCAL: Amides]; R02AD02 [RESPIRATORY SYSTEM: THROAT PREPARATIONS: THROAT PREPARATIONS: Anesthetics, local]; C01BB01 [CARDIOVASCULAR SYSTEM: CARDIAC THERAPY: ANTIARRHYTHMICS, CLASS I AND III: Antiarrhythmics, class Ib]; S02DA01 [SENSORY ORGANS: OTOLOGICALS: OTHER OTOLOGICALS: Analgesics and anesthetics]; N01BB52 [NERVOUS SYSTEM: ANESTHETICS: ANESTHETICS, LOCAL: Amides]; S01HA07 [SENSORY ORGANS: OPHTHALMOLOGICALS: LOCAL ANESTHETICS: Local anesthetics]; C05AD01 [CARDIOVASCULAR SYSTEM: VASOPROTECTIVES: AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE: Local anesthetics]; D04AB01 [DERMATOLOGICALS: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.: Anesthetics for topical use]","Anesthetic (local),Anesthetic (topical)"
"Levcromakalim (BAN, INN, USAN);",,,Anti-Asthmatic; Antihypertensive
"Quazolast (INN, USAN);",,,Anti-Asthmatic; Inhibitor (mediator release)
Nicaraven (INN);,,,
"Magnesium Chloride (FDA, USP);",,,Replenisher (electrolyte)
"Imatinib mesylate (FDA); Imatinib (BAN, INN);",L01XE01,L01XE01 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors],
"Valdecoxib (BAN, FDA, INN, USAN);",M01AH03,"M01AH03 [MUSCULO-SKELETAL SYSTEM: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS: Coxibs]",
"Phenylbutazone (BAN, FDA, INN, JAN, USP);",M02AA01; M01AA01,"M02AA01 [MUSCULO-SKELETAL SYSTEM: TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN: TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN: Antiinflammatory preparations, non-steroids for topical use]; M01AA01 [MUSCULO-SKELETAL SYSTEM: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS: Butylpyrazolidines]",Antirheumatic
"Dalfampridine (FDA, USAN); Fampridine (INN);",N07XX07,N07XX07 [NERVOUS SYSTEM: OTHER NERVOUS SYSTEM DRUGS: OTHER NERVOUS SYSTEM DRUGS: Other nervous system drugs],Multiple Sclerosis Symptomatic Treatment
"Candesartan cilexetil (FDA, USAN); Candesartan (BAN);",C09CA06,"C09CA06 [CARDIOVASCULAR SYSTEM: AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM: ANGIOTENSIN II ANTAGONISTS, PLAIN: Angiotensin II antagonists, plain]",Antagonist (angiotensin II receptor); Antihypertensive
"Glafenine (DCF, INN, JAN, MI);",N02BG03,N02BG03 [NERVOUS SYSTEM: ANALGESICS: OTHER ANALGESICS AND ANTIPYRETICS: Other analgesics and antipyretics],
"Nifuroxazide (DCF, INN, MI);",A07AX03,"A07AX03 [ALIMENTARY TRACT AND METABOLISM: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS: INTESTINAL ANTIINFECTIVES: Other intestinal antiinfectives]",
"Carbon Monoxide 11C (USAN, USP); Carbon Monoxide (USAN);",,,Radioactive Agent; Diagnostic Aid (blood volume determination)
"Plinabulin (INN, USAN);",,,
Lintitript (INN);,,,
"Butibufen (INN, MI);",,,
